MSE,MAE,RMSE,MAPE,R2,Accuracy,F1,Stock,Model
0.0199454389512538,0.1148069724440574,0.1412283220577724,163.5143518447876,0.0521082878112793,0.5335570469798657,0.669833729216152,6669,Transformer
0.018106484785676,0.1073002368211746,0.134560338828631,325.2180814743042,-1.6337828636169434,0.5570469798657718,0.0149253731343283,2603,Transformer
0.0101507734507322,0.0785980299115181,0.1007510468964577,188.55557441711423,-0.2996256351470947,0.5771812080536913,0.5039370078740157,2609,Transformer
0.014074245467782,0.0863552093505859,0.1186349251602664,231.45864009857175,0.0105522871017456,0.5637583892617449,0.5075757575757576,2615,Transformer
0.0043248953297734,0.0520870685577392,0.0657639363920182,308.58662128448486,-0.5983731746673584,0.5604026845637584,0.4279475982532751,2207,Transformer
0.3170808553695678,0.4805848896503448,0.5630993299317341,701.2527465820312,-2.667778968811035,0.4727891156462585,0.0251572327044025,6919,Transformer
0.0067407796159386,0.0644549205899238,0.0821022509797305,145.67584991455078,0.0940950512886047,0.62751677852349,0.6958904109589041,1301,Transformer
0.0505871027708053,0.1686717271804809,0.2249157681684531,218.99878978729248,-0.7701143026351929,0.3859060402684564,0.3920265780730897,1303,Transformer
0.018500680103898,0.1128719896078109,0.1360172051760292,467.07611083984375,-0.7911244630813599,0.5536912751677853,0.70509977827051,6505,Transformer
0.001882656943053,0.0346438288688659,0.0433895948708098,165.69052934646606,-0.1052533388137817,0.5100671140939598,0.2065217391304347,1216,Transformer
0.0340149253606796,0.1488762348890304,0.18443135677178,472.5556373596192,-4.053877353668213,0.4966442953020134,0.6305418719211823,2002,Transformer
